frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Direction	Direction								65	1	0	east	 	 	 	 
Directional_locative_relation	Relation	Basis_for_attribute	Locative_relation	Directional_locative_relation					352	0	3	above	 	 	 	x
Disaster_scenario	Disaster_scenario								0	0	0		 	 	 	 
Discussion	Reciprocality	Chatting	Discussion						641	162	2	talk to	 	 	 	 
Disembarking	Event	Eventive_affecting	Departing	Disembarking					77	76	3	disembark	x	x	 	 
Disgraceful_situation	Attributes	Gradable_attributes	Social_behavior_evaluation	Disgraceful_situation					52	0	3	disgraceful	 	 	 	 
Dispersal	Event	Objective_influence	Transitive_action	Placing	Dispersal				151	147	4	disseminate	x	 	x	 
Distant_operated_IED	Entity	Artifact	Weapon	Improvised_explosive_device	Distant_operated_IED				0	0	4		 	 	 	 
Distinctiveness	Attributes	Gradable_attributes	Similarity	Distinctiveness					169	35	3	distinctive	 	 	 	 
Distributed_abundance	Distributed_abundance								0	0	0		 	 	 	 
Distributed_position	Relation	Basis_for_attribute	Locative_relation	Distributed_position					230	204	3	dot	 	 	 	x
Diversity	Attributes	Gradable_attributes	Similarity	Diversity					119	0	3	range	 	 	 	 
Documents	Entity	Artifact	Text	Documents					113	3	3	document	 	 	 	 
Dodging	Event	Intentionally_act	Avoiding	Dodging					31	31	3	dodge	 	 	 	 
Domain	Domain								62	0	0	emotionally	 	 	 	 
Dominate_competitor	Event	Objective_influence	Control	Being_in_control	Dominate_competitor				25	21	4	dominate	 	 	 	 
Dominate_situation	First_rank	Dominate_situation							42	38	1	domination	 	 	 	 
Domination	Domination								0	0	0		 	 	 	 
Dough_rising	Expansion	Dough_rising							9	9	1	rise	 	 	 	 
Downing	Event	Objective_influence	Transitive_action	Downing					36	29	3	shoot down	 	 	 	 
Dressing	Entity	Artifact	Clothing	Dressing					121	40	3	dress	x	 	x	 
Drop_in_on	Event	Eventive_affecting	Arriving	Visiting_scenario_arrival	Visitor_arrival	Drop_in_on			29	28	5	drop in	 	x	 	 
Dunking	Event	Objective_influence	Transitive_action	Placing	Dunking				24	24	4	dip	x	 	x	 
Duplication	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Duplication			208	125	5	replicate	 	 	 	 
Duration_description	Attributes	Gradable_attributes	Measurable_attributes	Duration_description					474	0	3	brief	 	 	 	 
Duration_relation	Relation	Duration_relation							9	7	1	last	 	 	 	 
Duration_scenario	Measure_scenario	Duration_scenario							0	0	1		 	 	 	 
Dying	State	Dying							1	1	1	die	 	 	 	x
Dynamic_situation_scenario	Dynamic_situation_scenario								0	0	0		 	 	 	 
Dynamism	Attributes	Gradable_attributes	Dynamism						362	0	2	dynamic	 	 	 	 
Earnings_and_losses	Event	Getting	Commerce_collect	Earnings_and_losses					93	47	3	lose	 	 	 	 
Eclipse	Perception	Perception_experience	Eclipse						265	149	2	hidden	 	 	 	 
Economy	Locale	Locale_by_ownership	Political_locales	Economy					121	0	3	economy	 	 	 	x
Education_teaching	Event	Objective_influence	Transitive_action	Intentionally_affect	Education_teaching				869	331	4	tutor	 	 	 	 
Electricity	Possibility	Capability	Electricity						150	0	2	electricity	 	 	 	 
Elusive_goal	Purpose	Elusive_goal							23	21	1	elude	 	 	 	x
Emanating	Event	Motion	Emanating						59	59	2	exude	x	 	 	 
Emergency	Event	Emergency							1	0	1	emergency	 	 	 	 
Emergency_fire	Fire_burning	Emergency_fire							20	0	1	wildfire	 	 	 	 
Emitting	Emitting								202	202	0	exude	 	 	 	 
Emotion_active	Cogitation	Emotion_active							104	102	1	worry	 	 	 	x
Emotion_directed	State	Emotions	Emotion_directed						3480	20	2	happy	 	 	 	x
Emotion_heat	State	Emotions	Emotion_heat						122	122	2	simmer	 	 	 	x
Emotions	State	Emotions							0	0	1		 	 	 	x
Emotions_by_possibility	State	Emotions	Emotions_by_stimulus	Emotions_by_possibility					0	0	3		 	 	 	x
Emotions_by_stimulus	State	Emotions	Emotions_by_stimulus						41	0	2	glad	 	 	 	x
Emotions_of_mental_activity	State	Emotions	Emotions_by_stimulus	Emotions_of_mental_activity					36	16	3	delight in	 	 	 	x
Emotions_success_or_failure	State	Emotions	Emotions_by_stimulus	Emotions_success_or_failure					30	1	3	unfulfilled	 	 	 	x
Emphasizing	Importance	Emphasizing							205	42	1	emphasis	 	 	 	 
Employee_scenario	Employee_scenario								3	2	0	hire	 	 	 	 
Employer_scenario	Employer_scenario								5	5	0	hire	 	 	 	 
Employing	Employing								241	87	0	worker	 	 	 	 
Employment_continue	Employment_continue								0	0	0		 	 	 	 
Employment_end	Employment_end								0	0	0		 	 	 	 
Employment_scenario	Employment_scenario								4	4	0	hire	 	 	 	 
Employment_start	Employment_start								0	0	0		 	 	 	 
Emptying	Event	Objective_influence	Transitive_action	Container_focused_removing	Emptying				421	368	4	emptying	 	 	 	 
Encoding	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Encoding		260	167	6	word	 	 	 	 
Encounter	Event	Come_together	Encounter						1	1	2	encounter	 	 	 	 
Endangering	Event	Objective_influence	Transitive_action	Endangering					35	35	3	jeopardize	 	 	 	 
Endeavor_failure	Success_or_failure	Endeavor_failure							12	8	1	fold	 	 	 	 
Enforcing	Event	Intentionally_act	Execute_plan	Enforcing					33	31	3	enforce	 	 	 	 
Entering_of_plea	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Entering_of_plea		37	15	6	plead	 	 	 	 
Entity	Entity								19	0	0	item	 	 	 	 
Entourage	Aggregate	Entourage							12	0	1	entourage	x	 	 	 
Erasing	Event	Objective_influence	Transitive_action	Erasing					2	2	3	strike	 	 	 	 
Escaping	Event	Eventive_affecting	Departing	Escaping					105	103	3	escape	x	x	 	 
Estimated_value	Estimating	Estimated_value							34	3	1	estimate	 	 	 	 
Estimating	Mental_activity	Estimating							162	148	1	put at	 	 	 	 
Evading	Event	Intentionally_act	Avoiding	Evading					121	95	3	slip	x	 	 	 
Evaluative_comparison	Attributes	Gradable_attributes	Position_on_a_scale	Evaluative_comparison					125	115	3	rival	 	 	 	 
Event	Event								316	260	0	happen	 	 	 	 
Event_initial_state	State	Event_initial_state							0	0	1		 	 	 	x
Event_instance	Instance	Event_instance							84	0	1	time	 	 	 	 
Eventive_affecting	Event	Eventive_affecting							24	22	1	happen	 	 	 	 
Eventive_cognizer_affecting	Event	Eventive_affecting	Eventive_cognizer_affecting						5	3	2	convinced	 	 	 	 
Evidence	Evidence								611	515	0	prove	 	 	 	 
Evoking	Memory	Evoking							147	141	1	remind	 	 	 	 
Examination	Event	Intentionally_act	Examination						106	3	2	exam	 	 	 	 
Exchange	Reciprocality	Exchange							84	43	1	swap	 	 	 	 
Exchange_currency	Event	Objective_influence	Transitive_action	Cause_change	Exchange_currency				37	36	4	exchange	 	 	 	 
Exclude_member	Being_included	Be_subset_of	Membership	Exclude_member					35	34	3	excommunicate	 	 	 	 
Excreting	Event	Objective_influence	Transitive_action	Cause_motion	Excreting				153	150	4	spit up	x	 	x	 
Execute_plan	Event	Intentionally_act	Execute_plan						43	32	2	implementation	 	 	 	 
Execution	Event	Objective_influence	Transitive_action	Killing	Execution				106	45	4	execute	 	 	 	 
Exemplar	Instance	Exemplar							13	0	1	model	 	 	 	x
Exemplariness	Exemplariness								1	0	0	prototypical	 	 	 	 
Exercising	Event	Intentionally_act	Exercising						109	41	2	exercise	 	 	 	 
Existence	State	Existence							559	519	1	there be	 	 	 	x
Expansion	Expansion								128	107	0	shrink	 	 	 	 
Expectation	Mental_activity	Awareness	Expectation						411	321	2	expect	 	 	 	 
Expected_location_of_person	Relation	Basis_for_attribute	Locative_relation	Expected_location_of_person					11	0	3	home	 	 	 	x
Expend_resource	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Expend_resource			3	3	5	exhaust	 	 	 	 
Expensiveness	Relation	Basis_for_attribute	Locative_relation	Abounding_with	Expensiveness				335	58	4	costly	 	 	 	x
Experience_bodily_harm	Event	Experience_bodily_harm							252	236	1	stub	 	 	 	 
Experiencer_focus	Experiencer_focus								1565	982	0	worried	 	 	 	 
Experiencer_obj	State	Emotions	Experiencer_obj						2093	2077	2	aggrieve	 	 	 	x
Experimentation	Scrutiny	Experimentation							111	24	1	control group	 	 	 	x
Expertise	Attributes	Gradable_attributes	Social_behavior_evaluation	Expertise					1172	2	3	incredible	 	 	 	 
Explaining_the_facts	Evidence	Explaining_the_facts							102	98	1	explanation	 	 	 	 
Explosion	Event	Eventive_affecting	Explosion						204	106	2	detonation	 	 	 	 
Exporting	Event	Eventive_affecting	Lose_possession	Giving	Commerce_sell	Exporting			102	55	5	export	 	 	 	 
Expressing_publicly	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Expressing_publicly		374	369	6	express	 	 	 	 
Extradition	Event	Objective_influence	Transitive_action	Intentionally_affect	Extradition				79	37	4	extradite	 	 	 	 
Extreme_point	Attributes	Gradable_attributes	Extreme_point						11	0	2	high point	 	 	 	 
Extreme_value	Attributes	Gradable_attributes	Measurable_attributes	Extreme_value					126	0	3	acme	 	 	 	 
Facial_expression	Body_movement	Facial_expression							406	2	1	pout	x	 	 	 
Fairness_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Fairness_evaluation				255	0	4	fair	 	 	 	 
Fall_asleep	Fall_asleep								9	8	0	faint	 	 	 	 
Fall_for	Event	Coming_to_believe	Fall_for						6	0	2	fall for	 	 	 	 
Fame	Attributes	Gradable_attributes	Personal_success	Fame					190	0	3	renowned	 	 	 	 
Familiarity	Attributes	Gradable_attributes	Familiarity						213	29	2	new	 	 	 	 
Fastener	Entity	Artifact	Fastener						45	11	2	seal	 	 	 	 
Fear	State	Emotions	Emotions_by_stimulus	Emotions_by_possibility	Fear				15	2	4	frightened	 	 	 	x
Feeling	State	Emotions	Feeling						142	95	2	feel	 	 	 	x
Feigning	Conduct	Feigning							108	108	1	feign	 	 	 	 
Fields	Entity	Biological_entity	People	Fields					124	0	3	area	 	 	 	 
Fighting_activity	Event	Intentionally_act	Hostile_encounter	Fighting_activity					41	0	3	fray	 	 	 	 
Filling	Event	Objective_influence	Transitive_action	Container_focused_placing	Filling				608	608	4	pack	 	 	 	 
Fining	Event	Eventive_affecting	Response	Rewards_and_punishments	Fining				35	32	4	fine	 	 	 	 
Finish_competition	Event	Process_end	Activity_finish	Finish_game	Finish_competition				364	52	4	win	 	 	 	 
Finish_game	Event	Process_end	Activity_finish	Finish_game					6	6	3	win	 	 	 	 
Fire_break	Entity	Artifact	Fire_break						1	0	2	fire breaks	 	 	 	 
Fire_burning	Fire_burning								251	54	0	burn	 	 	 	 
Fire_emergency_scenario	Disaster_scenario	Fire_emergency_scenario							0	0	1		 	 	 	 
Fire_end_scenario	Fire_end_scenario								0	0	0		 	 	 	 
Fire_going_out	Fire_going_out								4	1	0	burn out	 	 	 	 
Fire_stopping_scenario	Fire_stopping_scenario								1	0	0	went out	 	 	 	 
Firefighting	Event	Intentionally_act	Hostile_encounter	Firefighting					75	67	3	fight	 	 	 	 
Firing	Employment_end	Firing							110	52	1	discharge	 	 	 	 
Firing_point	Locale	Relational_location	Locale_by_collocation	Locale_by_event	Firing_point				2	0	4	firing points	 	 	 	x
First_experience	First_experience								37	0	0	first	 	 	 	 
First_rank	Attributes	Gradable_attributes	Prominence	First_rank					178	0	3	lead	 	 	 	 
Fleeing	Event	Motion	Self_motion	Fleeing					109	106	3	flee	x	 	 	 
Fluidic_motion	Event	Motion	Fluidic_motion						513	512	2	hiss	x	 	 	 
Food	Entity	Physical_entity	Food						1802	0	2	lasagne	 	 	x	 
Food_gathering	Food_gathering								66	65	0	gather	 	 	 	 
Foreign_or_domestic_country	Locale	Locale_by_ownership	Political_locales	Foreign_or_domestic_country					209	0	3	foreign	 	 	 	x
Forging	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Duplication	Forging		63	40	6	fake	 	 	 	 
Forgiveness	State	Emotions	Forgiveness						57	55	2	condone	 	 	 	x
Forgoing	Forgoing								54	39	0	skip	 	 	 	 
Forming_relationships	Event	Intentionally_act	Forming_relationships						295	209	2	divorce	 	 	 	 
Fragmentation_scenario	Becoming_separated	Fragmentation_scenario							4	3	1	break	 	 	 	 
Freeing_from_confinement	Event	Objective_influence	Transitive_action	Intentionally_affect	Releasing	Freeing_from_confinement			8	8	5	spring	 	 	 	 
Frequency	Attributes	Gradable_attributes	Frequency						565	0	2	never	 	 	 	 
Friction	Impact	Friction							53	49	1	scrape	 	 	 	 
Friendly_or_hostile	Event	Intentionally_act	Hostile_encounter	Friendly_or_hostile					9	0	3	friendly	 	 	 	 
Front_for	Event	Intentionally_act	Front_for						19	1	2	front	 	 	 	 
Frugality	Attributes	Gradable_attributes	Social_behavior_evaluation	Frugality					169	36	3	penny-wise	 	 	 	 
Fugitive	Being_in_captivity	Being_incarcerated	Fugitive						26	0	2	on the run	 	 	 	 
Fullness	Attributes	Gradable_attributes	Fullness						59	0	2	full	 	 	 	x
Function	Function								52	52	0	serve	 	 	 	 
Funding	Event	Eventive_affecting	Lose_possession	Giving	Supply	Funding			16	15	5	funded	 	 	 	 
Gathering_up	Event	Objective_influence	Transitive_action	Intentionally_affect	Gathering_up				55	55	4	herd	 	 	x	 
Gesture	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Gesture		158	155	6	gesture	 	 	 	 
Get_a_job	Event	Intentionally_act	Get_a_job						27	15	2	on	 	 	 	 
Getting	Event	Getting							476	388	1	secure	 	 	 	 
Getting_scenario	Getting_scenario								0	0	0		 	 	 	 
Getting_triggered	Getting_triggered								29	26	0	go off	 	 	 	 
Getting_underway	Getting_underway								35	11	0	head out	x	 	 	 
Getting_up	Event	Intentionally_act	Change_posture	Getting_up					25	15	3	rise	 	 	 	 
Getting_vehicle_underway	Getting_vehicle_underway								61	50	0	launch	 	 	 	 
Give_impression	Perception	Give_impression							506	506	1	appear	 	 	 	 
Giving	Event	Eventive_affecting	Lose_possession	Giving					478	385	3	give	 	 	 	 
Giving_birth	Giving_birth								116	75	0	birthe	 	 	 	 
Giving_in	Taking_sides	Giving_in							42	39	1	submit	 	 	 	 
Giving_scenario	Lose_possession_scenario	Giving_scenario							1	1	1	give	 	 	 	 
Gizmo	Entity	Artifact	Gizmo						543	0	2	core	 	 	 	 
Go_into_shape	Event	Go_into_shape							25	24	1	curl	 	 	 	 
Goal	Relation	Basis_for_attribute	Locative_relation	Goal					112	0	3	to	 	 	 	x
Going_back_on_a_commitment	Commitment	Going_back_on_a_commitment							51	39	1	renege	 	 	 	 
Government_institution	Aggregate	Organization	Institutions	Government_institution					0	0	3		 	 	 	 
Gradable_artistic_quality	Attributes	Gradable_attributes	Gradable_artistic_quality						4	0	2	severe	 	 	 	 
Gradable_attributes	Attributes	Gradable_attributes							0	0	1		 	 	 	 
Gradable_proximity	Relation	Basis_for_attribute	Locative_relation	Gradable_proximity					170	0	3	nearest	 	 	 	x
Graph_shape	Graph_shape								14	1	0	trace	 	 	 	 
Grasp	Mental_activity	Awareness	Grasp						347	229	2	understand	 	 	 	 
Grinding	Event	Objective_influence	Transitive_action	Grinding					156	156	3	Flake	 	 	 	 
Grooming	Event	Objective_influence	Transitive_action	Intentionally_affect	Grooming				172	152	4	wash	 	 	 	 
Ground_up	Ground_up								121	0	0	ground	 	 	 	 
Growing_food	Growing_food								60	60	0	grow	 	 	 	 
Guest_and_host	Relation	Relation_between_individuals	Guest_and_host						24	0	2	guest	 	 	 	 
Guilt_or_innocence	Event	Misdeed	Guilt_or_innocence						9	0	2	innocent	 	 	 	 
Gusto	Possibility	Capability	Gusto						21	0	2	life	 	 	 	 
Hair_configuration	Being_included	Part_piece	Part_whole	Shaped_part	Body_parts	Hair_configuration			286	8	5	flaxen	 	 	 	 
Halt	Event	Process_stop	Activity_stop	Halt					80	80	3	stop	x	 	 	 
Have_as_requirement	Contingency	Have_as_requirement							43	43	1	demand	 	 	 	 
Have_as_translation_equivalent	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Translating	Have_as_translation_equivalent		14	14	6	translate	 	 	 	 
Have_associated	State	Existence	Have_associated						80	80	2	have	 	 	 	x
Have_visitor_over	Have_visitor_over								2	1	0	over	 	 	 	 
Having_commercial_agreement	Be_in_agreement_on_action	Having_commercial_agreement							1	0	1	agreement	 	 	 	 
Having_or_lacking_access	Possibility	Capability	Having_or_lacking_access						58	1	2	accessible	 	x	 	 
Health_response	Attributes	Gradable_attributes	Inclination	Health_response					111	0	3	allergy	 	 	 	 
Hearsay	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Hearsay		92	92	6	read	 	 	 	 
Heat_potential	Attributes	Gradable_attributes	Measurable_attributes	Temperature	Heat_potential				5	0	4	warm	 	 	 	 
Hedging	Hedging								6	0	0	a bit	 	 	 	 
Heralding	Event	Intentionally_act	Heralding						10	10	2	herald	 	 	 	 
Hiding_objects	Event	Objective_influence	Transitive_action	Intentionally_affect	Hiding_objects				70	70	4	hide	 	 	 	 
Hindering	Event	Hindering							217	206	1	hinder	 	 	 	 
